Age_Estimate	Age_Std.Rrror	Age_Z_value	Age_Pvalue	Gender_Estimate	Gender_Std.Rrror	Gender_Z_value	Gender_Pvalue	Metabolite_Estimate	Metabolite_Std.Rrror	Metabolite_Z_value	Metabolite_Pvalue	BMI_Estimate	BMI_Std.Rrror	BMI_Z_value	BMI_Pvalue	Smoking_Estimate	Smoking_Std.Rrror	Smoking_Z_value	Smoking_Pvalue	DM_status_Estimate	DM_status_Std.Rrror	DM_status_Z_value	DM_status_Pvalue	Fasting_status_Estimate	Fasting_status_Std.Rrror	Fasting_status_Z_value	Fasting_status_Pvalue	N	Ndf	Ncases	Ncontrols
XL.HDL.FC_.	0.0323401143103147	0.0210008096969692	1.53994606765005	0.123573500253527	0.486527486936871	0.380005497097114	1.28031697081618	0.200433681515058	0.247540581489127	0.181466104992849	1.36411470064275	0.172531468731351	0.00252735796498389	0.0442392344707299	0.0571293331636666	0.95444217008915	0.662211917201671	0.277205394658354	2.38888538954238	0.0168995733834389	2.00867698255392	0.86484450600266	2.32258743463387	0.0202013263849408	-0.272992163251605	0.203153199985768	-1.34377486188123	0.179021200740234	151	143	78	73
M.VLDL.C_.	0.0374685931613912	0.0210172448700678	1.78275475177781	0.0746262343520132	0.660540577917784	0.372058397337635	1.77536801385068	0.0758371418635369	-0.253811458337367	0.193023417784099	-1.31492572896653	0.188534864758961	-0.00733877326208512	0.0431879666126513	-0.169926343787052	0.865068063059488	0.64035091816619	0.274172620586711	2.33557572888161	0.0195133647807111	1.96601518787178	0.870706341922942	2.25795436786398	0.0239485045124111	-0.242191443967232	0.198816525186369	-1.21816556113836	0.223161063926051	155	147	81	74
XS.VLDL.FC_.	0.0400279036662129	0.0211269139009734	1.89464035560673	0.0581400645390375	0.48359376543495	0.371925017112723	1.30024532683797	0.193516899949032	0.269327747915314	0.206055291055693	1.30706543149392	0.191190490322181	0.00466718850282808	0.0434381792000443	0.107444386223797	0.914436443173022	0.618380904730857	0.276273228504855	2.23829470585127	0.0252018431353259	2.16199623397552	0.86170661798626	2.50897020963809	0.0121083695497434	-0.329301467620623	0.210997320961388	-1.56069027853147	0.118596846110958	154	146	80	74
IDL.PL	0.03774771953076	0.0209197483471474	1.80440600452573	0.0711676824445606	0.655784323879718	0.370222562962995	1.77132457468635	0.0765067431603294	-0.235931957837143	0.185884823603605	-1.26923733343752	0.204356429418023	-0.00428352536478533	0.0428022151357408	-0.100077188790365	0.920283045108567	0.643070876433616	0.273848613455609	2.3482714347862	0.0188607710151405	2.03177453729193	0.869239018459817	2.33741755045923	0.0194174834438267	-0.296566756708223	0.200262029753463	-1.48089359262621	0.138634930714211	155	147	81	74
M.HDL.CE	0.0319742665941808	0.0209358820709062	1.52724716760868	0.126699561477204	0.697715981586101	0.380321895445862	1.83454066132098	0.0665737777564118	-0.22387579872647	0.176674370673962	-1.26716624416121	0.205095852923415	0.00405549408984422	0.0427193588307587	0.0949334025801013	0.924367724901332	0.648829721242017	0.274276663432707	2.36560308529932	0.0180007312274229	1.97664046721943	0.866142484592259	2.28211928450773	0.0224822987501628	-0.235091667569154	0.200040056528992	-1.17522296108271	0.239905526380805	155	147	81	74
M.HDL.C	0.0320125404930166	0.0209299107139287	1.52951156507861	0.126137674245809	0.704389766895503	0.382555218874218	1.84127606197186	0.0655811138497357	-0.22187480030492	0.178598472983925	-1.24231073534929	0.214121935979982	0.00381723719591592	0.0426924789880539	0.0894124043952579	0.928754165675036	0.651194216711478	0.274275776554141	2.37423160328902	0.0175855160438381	1.97889666198313	0.86611090921703	2.28480745470816	0.0223241203589693	-0.230405589880615	0.200492917577814	-1.14919565570785	0.250475311830106	155	147	81	74
L.HDL.CE_.	0.0354754563426261	0.0215533887803707	1.64593404332476	0.0997773390812178	0.721341213893	0.391118288250523	1.84430448680773	0.0651387779832668	-0.249105448156302	0.206047445956356	-1.20897129784887	0.22667387249646	-0.0103184097639223	0.0446588643974889	-0.231049533012811	0.817276321137866	0.777908348028573	0.293116551178127	2.65392160525196	0.00795623088693693	1.9025964153757	0.881920607696345	2.15733298300564	0.0309797288454575	-0.230001249614859	0.209765606239344	-1.09646788021305	0.272874072214473	144	136	74	70
bOHBut	0.0319544454519499	0.0210376755296499	1.5189152150823	0.128783838686177	0.645345468914031	0.368512919475526	1.75121531650098	0.0799088281271276	0.20924114709081	0.177299594227523	1.18015581480857	0.237938248969645	-0.00492462712045598	0.0431328541212393	-0.114173458278779	0.909100291527748	0.664113029301096	0.275454752741867	2.41096957917966	0.0159101754297081	1.87853921482166	0.868022747141328	2.16415897049736	0.0304521509734827	-0.297629967370553	0.200236102251615	-1.48639513066707	0.137174637038521	154	146	80	74
XL.HDL.CE_.	0.0380628788190636	0.021339588217079	1.78367447543342	0.0744765760370213	0.751452141383934	0.391333212851234	1.92023604617889	0.0548280904333066	0.232436274974051	0.197119223080412	1.17916594506479	0.238332103697409	-0.00909635502458669	0.0434854711910075	-0.209181475454904	0.834306572983139	0.673176255606802	0.276385603174859	2.43564153803231	0.0148654076585166	1.99400751688955	0.888408809598011	2.24447067087482	0.0248021339312956	-0.272669034255834	0.20329591199537	-1.34124209178414	0.179841864305888	151	143	78	73
XL.HDL.TG_.	0.0355382609688233	0.0210055373324318	1.69185202960523	0.0906741903262036	0.671476968524362	0.380316284141208	1.76557511872157	0.077467157371974	0.232635600205209	0.198350129771105	1.17285327957017	0.240854647884769	-0.012069631864944	0.0437287497592178	-0.276011363951694	0.78253933797964	0.703650497524976	0.279633224707863	2.51633366621613	0.0118582858862262	1.9800763484146	0.869233352762416	2.2779571700993	0.0227291295335346	-0.255492119634691	0.212350211411835	-1.20316395230324	0.228912881407825	150	142	78	72
L.VLDL.TG_.	0.0471400823504944	0.0224627652461266	2.09858767760675	0.0358532635389611	0.519731021015115	0.367958121065772	1.41247329861817	0.157810647374806	0.273114298468211	0.233335238726089	1.17048029247232	0.241807740446336	0.00950046523663134	0.0440682087712025	0.215585464023663	0.829310887399581	0.67609581099561	0.276282686042541	2.44711610662243	0.0144004441057934	2.05926861584357	0.880092183197527	2.33983286655483	0.0192923712047887	-0.328631408003439	0.203130100051941	-1.61783708037069	0.105697712913605	151	143	78	73
TG.PG	0.0353268890013194	0.0208882661301639	1.69123127698499	0.0907926395929633	0.653300558515258	0.372567685097479	1.75350838155576	0.079514782097253	0.227618110774829	0.194752432251914	1.16875619032272	0.242501875802097	-0.00281824005405508	0.042876069635945	-0.0657299066352019	0.947592861840444	0.685497641386697	0.2768398648349	2.47615220371354	0.0132806948303218	2.00341379117728	0.860093125737665	2.32929869013781	0.0198432477257314	-0.179283673960528	0.21117945546451	-0.848963615168793	0.395901538649791	155	147	81	74
S.VLDL.P	0.0356460308481743	0.0209057230981654	1.70508480767654	0.0881786086143881	0.5845931464453	0.363803892446438	1.60689085131591	0.108078313666659	0.21830113726499	0.187290583526708	1.16557454813984	0.24378650327736	-0.00046219963115925	0.0427683980325794	-0.010807036326382	0.991377400409295	0.681494521910319	0.276163428033656	2.46772183689458	0.013597593804063	2.03028411827214	0.860322265847819	2.35991116221008	0.0182793118949972	-0.19650340736062	0.206399068323992	-0.952055689767752	0.341068739419568	155	147	81	74
L.HDL.C_.	0.035709270255683	0.021584872746994	1.65436556769398	0.0980532581015662	0.722370283480705	0.391216334831344	1.84647270363116	0.0648235992285316	-0.234314581005947	0.203473103796034	-1.15157520396813	0.249495675562656	-0.0109568025146103	0.0446325769015307	-0.245488906875876	0.80607789646812	0.779519956831414	0.292879231565481	2.66157471345704	0.00777760779550863	1.87684865774004	0.881735685809134	2.12858420947059	0.0332886760850354	-0.224091252804627	0.209495534200643	-1.06967078634719	0.284767520418887	144	136	74	70
XS.VLDL.C_.	0.0355554423445366	0.0208442006330538	1.7057714503167	0.0880506406293543	0.612496725096877	0.366337926407161	1.67194461983203	0.0945352430398738	-0.216273074643898	0.188544059964084	-1.14706915022991	0.251353042673962	-0.00424177577547997	0.0429289613458149	-0.0988091871431568	0.921289773908179	0.652350961066548	0.273854120522589	2.3821111759125	0.0172136996906546	1.97460133926518	0.863293625298586	2.28728821967407	0.0221790056364127	-0.23436011505449	0.199938256384924	-1.17216244300589	0.24113184381559	155	147	81	74
L.LDL.FC	0.0369753087949159	0.0208447381576941	1.77384376408047	0.0760889968418231	0.636386063721646	0.368544391718914	1.72675552259391	0.0842115794542446	-0.208535335668744	0.185872822637813	-1.12192483392308	0.261894400661081	-0.00483998580509276	0.0428709157373432	-0.112896720815246	0.910112436121119	0.650050188652533	0.27360698545808	2.37585377275438	0.0175083997201069	2.02029221651334	0.868166505996819	2.32707919800899	0.0199610504447875	-0.287739219337909	0.199402512208994	-1.4430069919898	0.149018501603149	155	147	81	74
